STNAM,FIPST,LEAID,ST_LEAID,LEANM,ST_SCHID,SCHNAM,ALL_RATE_1617
TEXAS,48,4814370,TX-146901,CLEVELAND ISD,TX-146901-146901004,FREDERICK A DOUGLASS LEARNING ACADEMY,21-39
TEXAS,48,4814400,TX-018901,CLIFTON ISD,TX-018901-018901001,CLIFTON H S,GE95
TEXAS,48,4814430,TX-071901,CLINT ISD,TX-071901-071901001,CLINT H S,GE95
TEXAS,48,4814430,TX-071901,CLINT ISD,TX-071901-071901002,MOUNTAIN VIEW H S,89
TEXAS,48,4814430,TX-071901,CLINT ISD,TX-071901-071901004,HORIZON H S,92
TEXAS,48,4814450,TX-030902,CLYDE CISD,TX-030902-030902001,CLYDE H S,GE95
TEXAS,48,4814490,TX-114902,COAHOMA ISD,TX-114902-114902001,COAHOMA H S,GE90
TEXAS,48,4814520,TX-204901,COLDSPRING-OAKHURST CISD,TX-204901-204901001,COLDSPRING-OAKHURST H S,85-89
TEXAS,48,4814550,TX-042901,COLEMAN ISD,TX-042901-042901001,COLEMAN H S,85-89
TEXAS,48,4814580,TX-091902,COLLINSVILLE ISD,TX-091902-091902001,COLLINSVILLE H S,GE90
TEXAS,48,4814600,TX-229901,COLMESNEIL ISD,TX-229901-229901001,COLMESNEIL JH/HS,80-89
TEXAS,48,4814640,TX-168901,COLORADO ISD,TX-168901-168901001,COLORADO H S,GE90
TEXAS,48,4814640,TX-168901,COLORADO ISD,TX-168901-168901003,WALLACE ACCELERATED H S,GE50
TEXAS,48,4814670,TX-020907,COLUMBIA-BRAZORIA ISD,TX-020907-020907001,COLUMBIA H S,88
TEXAS,48,4814700,TX-045902,COLUMBUS ISD,TX-045902-045902001,COLUMBUS H S,GE95
TEXAS,48,4814700,TX-045902,COLUMBUS ISD,TX-045902-045902002,COLUMBUS ALTERNATIVE SCHOOL,GE50
TEXAS,48,4814730,TX-046902,COMAL ISD,TX-046902-046902001,CANYON H S,93
TEXAS,48,4814730,TX-046902,COMAL ISD,TX-046902-046902002,SMITHSON VALLEY H S,98
TEXAS,48,4814730,TX-046902,COMAL ISD,TX-046902-046902201,COMAL ACADEMY,90-94
TEXAS,48,4814730,TX-046902,COMAL ISD,TX-046902-046902003,CANYON LAKE H S,90-94
TEXAS,48,4814730,TX-046902,COMAL ISD,TX-046902-046902007,MEMORIAL EARLY COLLEGE H S WITH ST PHILIP'S,GE90
TEXAS,48,4814760,TX-047901,COMANCHE ISD,TX-047901-047901001,COMANCHE H S,GE95
TEXAS,48,4814790,TX-130902,COMFORT ISD,TX-130902-130902001,COMFORT H S,90-94
TEXAS,48,4814820,TX-116903,COMMERCE ISD,TX-116903-116903001,COMMERCE H S,GE95
TEXAS,48,4814850,TX-043918,COMMUNITY ISD,TX-043918-043918001,COMMUNITY H S,GE95
TEXAS,48,4814880,TX-112908,COMO-PICKTON CISD,TX-112908-112908001,COMO-PICKTON SCHOOL,GE90
TEXAS,48,4814920,TX-233903,COMSTOCK ISD,TX-233903-233903001,COMSTOCK SCHOOL,GE80
TEXAS,48,4814970,TX-161921,CONNALLY ISD,TX-161921-161921001,CONNALLY HIGH SCHOOL,90-94
TEXAS,48,4815000,TX-170902,CONROE ISD,TX-170902-170902001,CONROE H S,87
TEXAS,48,4815000,TX-170902,CONROE ISD,TX-170902-170902002,HAUKE ALTER ED,90-94
TEXAS,48,4815000,TX-170902,CONROE ISD,TX-170902-170902003,THE WOODLANDS H S,97
TEXAS,48,4815000,TX-170902,CONROE ISD,TX-170902-170902005,OAK RIDGE H S,93
TEXAS,48,4815000,TX-170902,CONROE ISD,TX-170902-170902011,CANEY CREEK H S,90
TEXAS,48,4815000,TX-170902,CONROE ISD,TX-170902-170902014,COLLEGE PARK H S,94
TEXAS,48,4815120,TX-147901,COOLIDGE ISD,TX-147901-147901001,COOLIDGE H S,GE80
TEXAS,48,4815150,TX-060902,COOPER ISD,TX-060902-060902001,COOPER H S,GE90
TEXAS,48,4815180,TX-152906,LUBBOCK-COOPER ISD,TX-152906-152906001,LUBBOCK-COOPER HIGH SCHOOL,GE99
TEXAS,48,4815210,TX-057922,COPPELL ISD,TX-057922-057922001,COPPELL H S,GE99
TEXAS,48,4815210,TX-057922,COPPELL ISD,TX-057922-057922003,NEW TECH H S AT COPPELL,GE95
TEXAS,48,4815240,TX-050910,COPPERAS COVE ISD,TX-050910-050910001,COPPERAS COVE H S,98
TEXAS,48,4815240,TX-050910,COPPERAS COVE ISD,TX-050910-050910005,CROSSROADS H S,60-69
TEXAS,48,4815270,TX-178904,CORPUS CHRISTI ISD,TX-178904-178904143,MARY GRETT SCHOOL,LE20
TEXAS,48,4815270,TX-178904,CORPUS CHRISTI ISD,TX-178904-178904001,CARROLL H S,91
TEXAS,48,4815270,TX-178904,CORPUS CHRISTI ISD,TX-178904-178904002,KING H S,89
TEXAS,48,4815270,TX-178904,CORPUS CHRISTI ISD,TX-178904-178904003,ROY MILLER H S AND METRO SCHOOL OF DESIGN,83
TEXAS,48,4815270,TX-178904,CORPUS CHRISTI ISD,TX-178904-178904004,MOODY H S,89
TEXAS,48,4815270,TX-178904,CORPUS CHRISTI ISD,TX-178904-178904005,RAY H S,93
TEXAS,48,4815270,TX-178904,CORPUS CHRISTI ISD,TX-178904-178904009,COLES H S AND EDUCATIONAL CENTER,78
TEXAS,48,4815270,TX-178904,CORPUS CHRISTI ISD,TX-178904-178904008,COLLEGIATE H S,GE95
TEXAS,48,4815300,TX-187904,CORRIGAN-CAMDEN ISD,TX-187904-187904001,CORRIGAN-CAMDEN H S,GE90
TEXAS,48,4815330,TX-175903,CORSICANA ISD,TX-175903-175903001,CORSICANA H IGH SCHOOL,93
TEXAS,48,4815360,TX-095902,COTTON CENTER ISD,TX-095902-095902001,COTTON CENTER SCHOOL,GE50
TEXAS,48,4815400,TX-142901,COTULLA ISD,TX-142901-142901001,COTULLA H S,85-89
TEXAS,48,4815480,TX-109903,COVINGTON ISD,TX-109903-109903001,COVINGTON SCHOOL,GE80
TEXAS,48,4815510,TX-129901,CRANDALL ISD,TX-129901-129901001,CRANDALL H S,GE95
TEXAS,48,4815510,TX-129901,CRANDALL ISD,TX-129901-129901002,CRANDALL COMPASS ACADEMY,GE80
TEXAS,48,4815540,TX-052901,CRANE ISD,TX-052901-052901001,CRANE H S,GE95
TEXAS,48,4815570,TX-018908,CRANFILLS GAP ISD,TX-018908-018908001,CRANFILLS GAP SCHOOL,GE50
TEXAS,48,4815600,TX-161901,CRAWFORD ISD,TX-161901-161901001,CRAWFORD H S,GE80
TEXAS,48,4815690,TX-053001,CROCKETT COUNTY CONSOLIDATED CSD,TX-053001-053001001,OZONA H S,GE90
TEXAS,48,4815720,TX-113901,CROCKETT ISD,TX-113901-113901002,CROCKETT H S,GE95
TEXAS,48,4815720,TX-113901,CROCKETT ISD,TX-113901-113901004,PINEYWOODS AEC OF CHOICE,PS
TEXAS,48,4815750,TX-101906,CROSBY ISD,TX-101906-101906001,CROSBY H S,93
TEXAS,48,4815750,TX-101906,CROSBY ISD,TX-101906-101906004,CROSBY CROSSROADS ACADEMY,60-79
TEXAS,48,4815810,TX-030901,CROSS PLAINS ISD,TX-030901-030901001,CROSS PLAINS H S,GE80
TEXAS,48,4815840,TX-107904,CROSS ROADS ISD,TX-107904-107904001,CROSS ROADS H S,GE90
TEXAS,48,4815870,TX-078901,CROWELL ISD,TX-078901-078901001,CROWELL SCHOOL,GE50
TEXAS,48,4815910,TX-220912,CROWLEY ISD,TX-220912-220912001,CROWLEY H S,93
TEXAS,48,4815910,TX-220912,CROWLEY ISD,TX-220912-220912002,NORTH CROWLEY H S,95
TEXAS,48,4815930,TX-254901,CRYSTAL CITY ISD,TX-254901-254901001,CRYSTAL CITY H S,90-94
TEXAS,48,4815960,TX-062901,CUERO ISD,TX-062901-062901001,CUERO H S,GE95
TEXAS,48,4815990,TX-055901,CULBERSON COUNTY-ALLAMOORE ISD,TX-055901-055901001,VAN HORN SCHOOL,GE80
TEXAS,48,4816020,TX-112905,CUMBY ISD,TX-112905-112905001,CUMBY H S,GE90
TEXAS,48,4816080,TX-174902,CUSHING ISD,TX-174902-174902001,CUSHING SCHOOL,GE90
TEXAS,48,4816110,TX-101907,CYPRESS-FAIRBANKS ISD,TX-101907-101907007,CYPRESS FALLS H S,93
TEXAS,48,4816110,TX-101907,CYPRESS-FAIRBANKS ISD,TX-101907-101907002,CY-FAIR HIGH SCHOOL,92
TEXAS,48,4816110,TX-101907,CYPRESS-FAIRBANKS ISD,TX-101907-101907004,CYPRESS CREEK H S,94
TEXAS,48,4816110,TX-101907,CYPRESS-FAIRBANKS ISD,TX-101907-101907003,JERSEY VILLAGE HIGH SCHOOL,92
TEXAS,48,4816110,TX-101907,CYPRESS-FAIRBANKS ISD,TX-101907-101907005,LANGHAM CREEK H S,93
TEXAS,48,4816110,TX-101907,CYPRESS-FAIRBANKS ISD,TX-101907-101907009,CYPRESS SPRINGS H S,87
TEXAS,48,4816110,TX-101907,CYPRESS-FAIRBANKS ISD,TX-101907-101907010,CYPRESS RIDGE H S,93
TEXAS,48,4816110,TX-101907,CYPRESS-FAIRBANKS ISD,TX-101907-101907011,CYPRESS WOODS H S,97
TEXAS,48,4816110,TX-101907,CYPRESS-FAIRBANKS ISD,TX-101907-101907012,CYPRESS RANCH H S,98
TEXAS,48,4816110,TX-101907,CYPRESS-FAIRBANKS ISD,TX-101907-101907013,CYPRESS LAKES H S,90
TEXAS,48,4816140,TX-163902,D'HANIS ISD,TX-163902-163902001,D'HANIS SCHOOL,GE80
TEXAS,48,4816180,TX-172902,DAINGERFIELD-LONE STAR ISD,TX-172902-172902001,DAINGERFIELD H S,90-94
TEXAS,48,4816200,TX-056901,DALHART ISD,TX-056901-056901001,DALHART H S,GE95
TEXAS,48,4816230,TX-057905,DALLAS ISD,TX-057905-057905003,A MACEO SMITH NEW TECH H S,GE95
TEXAS,48,4816230,TX-057905,DALLAS ISD,TX-057905-057905001,BRYAN ADAMS H S,97
TEXAS,48,4816230,TX-057905,DALLAS ISD,TX-057905-057905002,W H ADAMSON H S,88
TEXAS,48,4816230,TX-057905,DALLAS ISD,TX-057905-057905033,SCHOOL OF BUSINESS AND MANAGEMENT,GE95
TEXAS,48,4816230,TX-057905,DALLAS ISD,TX-057905-057905023,DAVID W CARTER H S,90-94
TEXAS,48,4816230,TX-057905,DALLAS ISD,TX-057905-057905034,BOOKER T WASHINGTON SPVA MAGNET,GE99
TEXAS,48,4816230,TX-057905,DALLAS ISD,TX-057905-057905036,SCHOOL OF HEALTH PROFESSIONS,GE95
TEXAS,48,4816230,TX-057905,DALLAS ISD,TX-057905-057905006,HILLCREST H S,88
TEXAS,48,4816230,TX-057905,DALLAS ISD,TX-057905-057905007,THOMAS JEFFERSON H S,71
TEXAS,48,4816230,TX-057905,DALLAS ISD,TX-057905-057905008,JUSTIN F KIMBALL H S,91
TEXAS,48,4816230,TX-057905,DALLAS ISD,TX-057905-057905009,LINCOLN HUMANITIES/COMMUNICATIONS MAGNET HIGH SCH,85-89
TEXAS,48,4816230,TX-057905,DALLAS ISD,TX-057905-057905032,JAMES MADISON H S,85-89
TEXAS,48,4816230,TX-057905,DALLAS ISD,TX-057905-057905024,NORTH DALLAS H S,80-84
TEXAS,48,4816230,TX-057905,DALLAS ISD,TX-057905-057905012,L G PINKSTON H S,85-89
TEXAS,48,4816230,TX-057905,DALLAS ISD,TX-057905-057905013,FRANKLIN D ROOSEVELT H S,75-79
TEXAS,48,4816230,TX-057905,DALLAS ISD,TX-057905-057905015,SEAGOVILLE H S,87
TEXAS,48,4816230,TX-057905,DALLAS ISD,TX-057905-057905025,SKYLINE H S,87
TEXAS,48,4816230,TX-057905,DALLAS ISD,TX-057905-057905016,SOUTH OAK CLIFF H S,78
TEXAS,48,4816230,TX-057905,DALLAS ISD,TX-057905-057905017,H GRADY SPRUCE H S,77
TEXAS,48,4816230,TX-057905,DALLAS ISD,TX-057905-057905018,SUNSET H S,88
TEXAS,48,4816230,TX-057905,DALLAS ISD,TX-057905-057905014,W W SAMUELL H S,88
TEXAS,48,4816230,TX-057905,DALLAS ISD,TX-057905-057905021,W T WHITE H S,85
TEXAS,48,4816230,TX-057905,DALLAS ISD,TX-057905-057905022,WOODROW WILSON H S,94
TEXAS,48,4816230,TX-057905,DALLAS ISD,TX-057905-057905026,SCHOOL OF SCIENCE AND ENGINEERING,GE95
TEXAS,48,4816230,TX-057905,DALLAS ISD,TX-057905-057905037,ROSIE SORRELLS EDUCATION AND SOCIAL SERVICES H S,GE95
TEXAS,48,4816230,TX-057905,DALLAS ISD,TX-057905-057905038,JUDGE BAREFOOT SANDERS LAW MAGNET,GE95
TEXAS,48,4816230,TX-057905,DALLAS ISD,TX-057905-057905039,SCHOOL FOR THE TALENTED AND GIFTED,GE95
TEXAS,48,4816230,TX-057905,DALLAS ISD,TX-057905-057905099,HOSPITAL/HOMEBOUND,PS
TEXAS,48,4816230,TX-057905,DALLAS ISD,TX-057905-057905090,DR WRIGHT L LASSITER JR EARLY COLLEGE H S,GE90
TEXAS,48,4816230,TX-057905,DALLAS ISD,TX-057905-057905029,SCHOOL COMMUNITY GUIDANCE CENTER,PS
TEXAS,48,4816230,TX-057905,DALLAS ISD,TX-057905-057905030,MAYA ANGELOU H S,PS
TEXAS,48,4816230,TX-057905,DALLAS ISD,TX-057905-057905005,MOISES E MOLINA H S,93
TEXAS,48,4816230,TX-057905,DALLAS ISD,TX-057905-057905028,EMMETT J CONRAD H S,75
TEXAS,48,4816230,TX-057905,DALLAS ISD,TX-057905-057905035,IRMA LERMA RANGEL YOUNG WOMEN'S LEADERSHIP SCHOOL,GE95
TEXAS,48,4816230,TX-057905,DALLAS ISD,TX-057905-057905088,TRINIDAD GARZA EARLY COLLEGE AT MT VIEW,GE95
TEXAS,48,4816230,TX-057905,DALLAS ISD,TX-057905-057905085,KATHLYN JOY GILLIAM COLLEGIATE ACADEMY,GE95
TEXAS,48,4816230,TX-057905,DALLAS ISD,TX-057905-057905389,JOHN LESLIE PATTON JR ACADEMIC CENTER,30-34
TEXAS,48,4816230,TX-057905,DALLAS ISD,TX-057905-057905380,WILMER-HUTCHINS H S,85-89
TEXAS,48,4816230,TX-057905,DALLAS ISD,TX-057905-057905381,BARACK OBAMA MALE LEADERSHIP ACA AT BF DARRELL H S,GE90
TEXAS,48,4816290,TX-020904,DANBURY ISD,TX-020904-020904001,DANBURY H S,GE90
TEXAS,48,4816320,TX-148905,DARROUZETT ISD,TX-148905-148905101,DARROUZETT SCHOOLS,PS
TEXAS,48,4816350,TX-058902,DAWSON ISD,TX-058902-058902001,DAWSON SCHOOL,GE50
TEXAS,48,4816380,TX-175904,DAWSON ISD,TX-175904-175904001,DAWSON H S,GE90
TEXAS,48,4816410,TX-146902,DAYTON ISD,TX-146902-146902002,DAYTON H S,95
TEXAS,48,4816410,TX-146902,DAYTON ISD,TX-146902-146902007,FREDDA NOTTINGHAM ALTERNATIVE EDUCATION CENTER,80-89
TEXAS,48,4816440,TX-047902,DE LEON ISD,TX-047902-047902001,DE LEON H S,GE90
TEXAS,48,4816500,TX-249905,DECATUR ISD,TX-249905-249905001,DECATUR H S,96
TEXAS,48,4816530,TX-101908,DEER PARK ISD,TX-101908-101908001,DEER PARK HS,88
TEXAS,48,4816570,TX-019901,DEKALB ISD,TX-019901-019901001,DEKALB H S,GE90
TEXAS,48,4816620,TX-227910,DEL VALLE ISD,TX-227910-227910001,DEL VALLE H S,93
TEXAS,48,4816620,TX-227910,DEL VALLE ISD,TX-227910-227910002,DEL VALLE OPPORTUNITY CTR,75-79
TEXAS,48,4816650,TX-115903,DELL CITY ISD,TX-115903-115903001,DELL CITY SCHOOL,PS
TEXAS,48,4816710,TX-091903,DENISON ISD,TX-091903-091903001,DENISON H S,91
TEXAS,48,4816710,TX-091903,DENISON ISD,TX-091903-091903002,PATHWAYS H S,GE80
TEXAS,48,4816740,TX-061901,DENTON ISD,TX-061901-061901003,DENTON H S,95
TEXAS,48,4816740,TX-061901,DENTON ISD,TX-061901-061901040,JOE DALE SPARKS CAMPUS,LT50
TEXAS,48,4816740,TX-061901,DENTON ISD,TX-061901-061901002,RYAN H S,95
TEXAS,48,4816740,TX-061901,DENTON ISD,TX-061901-061901007,GUYER H S,98
TEXAS,48,4816740,TX-061901,DENTON ISD,TX-061901-061901039,FRED MOORE H S,50-59
TEXAS,48,4816770,TX-251901,DENVER CITY ISD,TX-251901-251901001,DENVER CITY H S,GE95
TEXAS,48,4816860,TX-057906,DESOTO ISD,TX-057906-057906001,DESOTO H S & ISTEAM3D,93
TEXAS,48,4816890,TX-194905,DETROIT ISD,TX-194905-194905001,DETROIT H S,GE90
TEXAS,48,4816950,TX-163901,DEVINE ISD,TX-163901-163901001,DEVINE H S,90-94
TEXAS,48,4817010,TX-176903,DEWEYVILLE ISD,TX-176903-176903001,DEWEYVILLE H S,GE90
TEXAS,48,4817040,TX-003905,DIBOLL ISD,TX-003905-003905001,DIBOLL H S,GE95
TEXAS,48,4817040,TX-003905,DIBOLL ISD,TX-003905-003905004,STUBBLEFIELD LRN CTR,GE50
TEXAS,48,4817070,TX-084901,DICKINSON ISD,TX-084901-084901001,DICKINSON H S,89
TEXAS,48,4817070,TX-084901,DICKINSON ISD,TX-084901-084901009,DICKINSON CONTINUATION CENTER,70-74
TEXAS,48,4817100,TX-082902,DILLEY ISD,TX-082902-082902001,DILLEY H S,90-94
TEXAS,48,4817130,TX-144903,DIME BOX ISD,TX-144903-144903001,DIME BOX SCHOOL,GE50
TEXAS,48,4817160,TX-035901,DIMMITT ISD,TX-035901-035901001,DIMMITT H S,GE95
TEXAS,48,4817280,TX-074904,DODD CITY ISD,TX-074904-074904001,DODD CITY SCHOOL,GE80
TEXAS,48,4817390,TX-108902,DONNA ISD,TX-108902-108902001,DONNA H S,87
TEXAS,48,4817390,TX-108902,DONNA ISD,TX-108902-108902006,3D ACADEMY,65-69
TEXAS,48,4817390,TX-108902,DONNA ISD,TX-108902-108902007,DONNA NORTH H S,93
TEXAS,48,4817460,TX-174911,DOUGLASS ISD,TX-174911-174911001,DOUGLASS SCHOOL,GE80
TEXAS,48,4817580,TX-072902,DUBLIN ISD,TX-072902-072902001,DUBLIN H S,GE90
TEXAS,48,4817610,TX-171901,DUMAS ISD,TX-171901-171901001,DUMAS H S,GE99
TEXAS,48,4817610,TX-171901,DUMAS ISD,TX-171901-171901002,NORTH PLAINS OPPORTUNITY CENTER,GE95
TEXAS,48,4817640,TX-057907,DUNCANVILLE ISD,TX-057907-057907001,DUNCANVILLE H S,94
TEXAS,48,4817640,TX-057907,DUNCANVILLE ISD,TX-057907-057907004,MARY E SMITHEY PACE H S,35-39
TEXAS,48,4817700,TX-220918,EAGLE MT-SAGINAW ISD,TX-220918-220918001,BOSWELL H S,97
TEXAS,48,4817700,TX-220918,EAGLE MT-SAGINAW ISD,TX-220918-220918002,ELMER C WATSON H S,75-79
TEXAS,48,4817700,TX-220918,EAGLE MT-SAGINAW ISD,TX-220918-220918003,ALTER DISCIPLINE CAMPUS,PS
TEXAS,48,4817700,TX-220918,EAGLE MT-SAGINAW ISD,TX-220918-220918004,SAGINAW H S,97
TEXAS,48,4817700,TX-220918,EAGLE MT-SAGINAW ISD,TX-220918-220918006,CHISHOLM TRAIL H S,98
TEXAS,48,4817730,TX-159901,EAGLE PASS ISD,TX-159901-159901001,EAGLE PASS HIGH SCHOOL,92
TEXAS,48,4817730,TX-159901,EAGLE PASS ISD,TX-159901-159901004,C C WINN HIGH SCHOOL,92
TEXAS,48,4817760,TX-227909,EANES ISD,TX-227909-227909001,WESTLAKE H S,GE99
TEXAS,48,4817790,TX-025909,EARLY ISD,TX-025909-025909001,EARLY H S,GE95
TEXAS,48,4817830,TX-241902,EAST BERNARD ISD,TX-241902-241902001,EAST BERNARD H S,GE95
TEXAS,48,4817850,TX-015911,EAST CENTRAL ISD,TX-015911-015911001,EAST CENTRAL H S,91
TEXAS,48,4817880,TX-036903,EAST CHAMBERS ISD,TX-036903-036903001,EAST CHAMBERS H S,GE95
TEXAS,48,4817960,TX-067903,EASTLAND ISD,TX-067903-067903001,EASTLAND H S,GE95
TEXAS,48,4818000,TX-068901,ECTOR COUNTY ISD,TX-068901-068901002,ODESSA H S,74
TEXAS,48,4818000,TX-068901,ECTOR COUNTY ISD,TX-068901-068901003,PERMIAN H S,90
TEXAS,48,4818000,TX-068901,ECTOR COUNTY ISD,TX-068901-068901004,ALTER ED CTR,PS
TEXAS,48,4818000,TX-068901,ECTOR COUNTY ISD,TX-068901-068901011,GEORGE H W BUSH NEW TECH ODESSA,90-94
TEXAS,48,4818030,TX-074905,ECTOR ISD,TX-074905-074905001,ECTOR H S,GE80
TEXAS,48,4818060,TX-108903,EDCOUCH-ELSA ISD,TX-108903-108903001,EDCOUCH-ELSA H S,GE99
TEXAS,48,4818060,TX-108903,EDCOUCH-ELSA ISD,TX-108903-108903004,EDCOUCH-ELSA H S ACADEMY,80-89
TEXAS,48,4818070,TX-048901,EDEN CISD,TX-048901-048901001,EDEN CISD,GE50
TEXAS,48,4818120,TX-234903,EDGEWOOD ISD,TX-234903-234903001,EDGEWOOD H S,GE95
TEXAS,48,4818150,TX-015905,EDGEWOOD ISD,TX-015905-015905002,JOHN F KENNEDY H S,91
TEXAS,48,4818150,TX-015905,EDGEWOOD ISD,TX-015905-015905003,MEMORIAL H S,83
TEXAS,48,4818180,TX-108904,EDINBURG CISD,TX-108904-108904001,EDINBURG H S,89
TEXAS,48,4818180,TX-108904,EDINBURG CISD,TX-108904-108904040,JUVENILE DETENTION CTR,LE20
TEXAS,48,4818180,TX-108904,EDINBURG CISD,TX-108904-108904002,ECONOMEDES H S,82
TEXAS,48,4818180,TX-108904,EDINBURG CISD,TX-108904-108904006,ROBERT R VELA H S,91
TEXAS,48,4818180,TX-108904,EDINBURG CISD,TX-108904-108904003,EDINBURG NORTH H S,88
TEXAS,48,4818210,TX-120901,EDNA ISD,TX-120901-120901001,EDNA H S,GE95
TEXAS,48,4818280,TX-241903,EL CAMPO ISD,TX-241903-241903001,EL CAMPO H S,95
TEXAS,48,4818300,TX-071902,EL PASO ISD,TX-071902-071902001,ANDRESS H S,83
TEXAS,48,4818300,TX-071902,EL PASO ISD,TX-071902-071902002,AUSTIN H S,80
TEXAS,48,4818300,TX-071902,EL PASO ISD,TX-071902-071902003,BOWIE H S,72
TEXAS,48,4818300,TX-071902,EL PASO ISD,TX-071902-071902004,BURGES H S,85
TEXAS,48,4818300,TX-071902,EL PASO ISD,TX-071902-071902005,CORONADO H S,93
TEXAS,48,4818300,TX-071902,EL PASO ISD,TX-071902-071902006,EL PASO H S,89
TEXAS,48,4818300,TX-071902,EL PASO ISD,TX-071902-071902008,IRVIN H S,75
TEXAS,48,4818300,TX-071902,EL PASO ISD,TX-071902-071902009,JEFFERSON H S,75
TEXAS,48,4818300,TX-071902,EL PASO ISD,TX-071902-071902010,FRANKLIN H S,94
TEXAS,48,4818300,TX-071902,EL PASO ISD,TX-071902-071902011,SILVA HEALTH MAGNET,GE95
TEXAS,48,4818300,TX-071902,EL PASO ISD,TX-071902-071902025,DELTA ACADEMY,LE20
TEXAS,48,4818300,TX-071902,EL PASO ISD,TX-071902-071902020,COLLEGE CAREER TECHNOLOGY ACADEMY (CCTA),14-Oct
TEXAS,48,4818300,TX-071902,EL PASO ISD,TX-071902-071902012,CHAPIN H S,92
TEXAS,48,4818300,TX-071902,EL PASO ISD,TX-071902-071902015,TRANSMOUNTAIN EARLY COLLEGE H S,GE95
TEXAS,48,4818330,TX-243902,ELECTRA ISD,TX-243902-243902001,ELECTRA JUNIOR/SENIOR HIGH,GE80
TEXAS,48,4818360,TX-011902,ELGIN ISD,TX-011902-011902001,ELGIN H S,98
TEXAS,48,4818360,TX-011902,ELGIN ISD,TX-011902-011902004,PHOENIX H S,40-49
TEXAS,48,4818390,TX-001903,ELKHART ISD,TX-001903-001903001,ELKHART H S,GE95
TEXAS,48,4818480,TX-102906,ELYSIAN FIELDS ISD,TX-102906-102906001,ELYSIAN FIELDS H S,GE95
TEXAS,48,4818540,TX-070903,ENNIS ISD,TX-070903-070903002,ENNIS H S,94
TEXAS,48,4818600,TX-049906,ERA ISD,TX-049906-049906001,ERA SCHOOL,GE90
TEXAS,48,4818690,TX-030906,EULA ISD,TX-030906-030906001,EULA H S,GE80
TEXAS,48,4818720,TX-107905,EUSTACE ISD,TX-107905-107905001,EUSTACE H S,GE95
TEXAS,48,4818750,TX-121906,EVADALE ISD,TX-121906-121906001,EVADALE H S,GE90
TEXAS,48,4818780,TX-050901,EVANT ISD,TX-050901-050901001,EVANT H S,GE50
TEXAS,48,4818810,TX-220904,EVERMAN ISD,TX-220904-220904001,EVERMAN H S,93
TEXAS,48,4818810,TX-220904,EVERMAN ISD,TX-220904-220904003,EVERMAN ACADEMY H S,65-69
TEXAS,48,4818900,TX-071903,FABENS ISD,TX-071903-071903001,FABENS H S,75-79
TEXAS,48,4818940,TX-081902,FAIRFIELD ISD,TX-081902-081902002,FAIRFIELD H S,GE95
TEXAS,48,4819020,TX-128904,FALLS CITY ISD,TX-128904-128904001,FALLS CITY H S,GE90
TEXAS,48,4819050,TX-060914,FANNINDEL ISD,TX-060914-060914001,FANNINDEL H S,GE50
TEXAS,48,4819080,TX-043904,FARMERSVILLE ISD,TX-043904-043904001,FARMERSVILLE H S,90-94
TEXAS,48,4819110,TX-185902,FARWELL ISD,TX-185902-185902001,FARWELL H S,GE80
TEXAS,48,4819140,TX-075906,FAYETTEVILLE ISD,TX-075906-075906001,FAYETTEVILLE SCHOOLS,GE50
TEXAS,48,4819170,TX-070905,FERRIS ISD,TX-070905-070905002,FERRIS H S,GE95
TEXAS,48,4819280,TX-075901,FLATONIA ISD,TX-075901-075901001,FLATONIA SECONDARY,GE90
TEXAS,48,4819320,TX-246902,FLORENCE ISD,TX-246902-246902001,FLORENCE H S,90-94
TEXAS,48,4819350,TX-247901,FLORESVILLE ISD,TX-247901-247901001,FLORESVILLE H S,92
TEXAS,48,4819380,TX-178914,FLOUR BLUFF ISD,TX-178914-178914001,FLOUR BLUFF H S,91
TEXAS,48,4819440,TX-077901,FLOYDADA ISD,TX-077901-077901001,FLOYDADA H S,GE90
TEXAS,48,4819500,TX-148902,FOLLETT ISD,TX-148902-148902001,FOLLETT SCHOOL,GE50
TEXAS,48,4819530,TX-169910,FORESTBURG ISD,TX-169910-169910001,FORESTBURG SCHOOL,GE50
TEXAS,48,4819560,TX-129902,FORNEY ISD,TX-129902-129902001,FORNEY H S,96
TEXAS,48,4819560,TX-129902,FORNEY ISD,TX-129902-129902003,NORTH FORNEY H S,97
TEXAS,48,4819620,TX-114904,FORSAN ISD,TX-114904-114904001,FORSAN H S,GE90
TEXAS,48,4819650,TX-079907,FORT BEND ISD,TX-079907-079907006,LAWRENCE E ELKINS H S,96
TEXAS,48,4819650,TX-079907,FORT BEND ISD,TX-079907-079907001,DULLES H S,96
TEXAS,48,4819650,TX-079907,FORT BEND ISD,TX-079907-079907002,WILLOWRIDGE H S,81
TEXAS,48,4819650,TX-079907,FORT BEND ISD,TX-079907-079907004,CLEMENTS H S,97
TEXAS,48,4819650,TX-079907,FORT BEND ISD,TX-079907-079907005,KEMPNER H S,93
TEXAS,48,4819650,TX-079907,FORT BEND ISD,TX-079907-079907007,STEPHEN F AUSTIN H S,97
TEXAS,48,4819650,TX-079907,FORT BEND ISD,TX-079907-079907008,HIGHTOWER H S,93
TEXAS,48,4819650,TX-079907,FORT BEND ISD,TX-079907-079907011,GEORGE BUSH H S,94
TEXAS,48,4819650,TX-079907,FORT BEND ISD,TX-079907-079907012,THURGOOD MARSHALL H S,84
